,dtm,MIP,Solar_MW,Solar_capacity_mwp,Solar_installedcapacity_mwp,Wind_MW,SS_Price,boa_MWh,DA_Price
32612,2022-07-31T10:00:00Z,195.87,507.255723,2173.1607074,2304.4384875,1.032,183.1,0.0,206.08
32613,2022-07-31T10:30:00Z,196.69,532.044322,2173.1607074,2304.4384875,0.132,185.0,0.0,206.08
32614,2022-07-31T11:00:00Z,185.61,530.357132,2173.1607074,2304.4384875,1.378,183.1,0.0,195.49
32615,2022-07-31T11:30:00Z,186.45,545.310821,2173.1607074,2304.4384875,18.496,183.0,0.0,195.49
32616,2022-07-31T12:00:00Z,184.9,665.507036,2173.1607074,2304.4384875,41.246,175.0,0.0,198.28
32617,2022-07-31T12:30:00Z,182.48,729.216578,2173.1607074,2304.4384875,41.866,175.0,0.0,198.28
32618,2022-07-31T13:00:00Z,181.48,683.426946,2173.1607074,2304.4384875,34.026,172.0,0.0,205.27
32619,2022-07-31T13:30:00Z,179.39,729.873603,2173.1607074,2304.4384875,53.226,175.0,0.0,205.27
32620,2022-07-31T14:00:00Z,195.38,725.403384,2173.1607074,2304.4384875,83.426,183.0,0.0,254.65
32621,2022-07-31T14:30:00Z,194.81,652.661936,2173.1607074,2304.4384875,219.726,183.0,0.0,254.65
32636,2022-07-31T22:00:00Z,297.09,0.0,2173.126111,2304.4383859,362.106,225.0,0.0,256.58
32638,2022-07-31T23:00:00Z,269.67,0.0,2173.1260998,2304.4383859,182.046,301.78,0.0,250.05
32639,2022-07-31T23:30:00Z,262.05,0.0,2173.1260998,2304.4383859,127.226,301.78,0.0,250.05
32640,2022-08-01T00:00:00Z,268.31,0.0,2173.2719358,2304.6001889,87.506,293.13,0.0,248.72
32641,2022-08-01T00:30:00Z,265.7,0.0,2173.2719358,2304.6001889,74.966,289.57,0.0,248.72
32642,2022-08-01T01:00:00Z,240.25,0.0,2173.2719358,2304.6001889,75.986,187.3,0.0,247.99
32643,2022-08-01T01:30:00Z,234.59,0.0,2173.2719358,2304.6001889,61.366,187.35,0.0,247.99
32644,2022-08-01T02:00:00Z,232.46,0.0,2173.2719358,2304.6001889,43.126,187.35,0.0,256.67
32645,2022-08-01T02:30:00Z,220.8,0.0,2173.2719358,2304.6001889,10.976,187.35,0.0,256.67
32646,2022-08-01T03:00:00Z,228.11,0.0,2173.2719358,2304.6001889,6.888,188.0,0.0,252.77
32647,2022-08-01T03:30:00Z,237.05,0.0,2173.2719358,2304.6001889,2.12,188.0,0.0,252.77
32679,2022-08-01T19:30:00Z,247.37,0.0734149437,2173.271947,2304.6001889,1118.446,191.0,0.0,248.68
32681,2022-08-01T20:30:00Z,232.6,0.0,2173.271947,2304.6001889,1146.684,300.0,0.0,183.84
32682,2022-08-01T21:00:00Z,233.03,0.0,2173.271947,2304.6001889,1147.786,300.0,0.0,265.01
32683,2022-08-01T21:30:00Z,238.86,0.0,2173.271947,2304.6001889,1153.106,295.0,0.0,265.01
32684,2022-08-01T22:00:00Z,238.0,0.0,2173.486876,2304.8496219,1149.406,290.0,0.0,228.68
32685,2022-08-01T22:30:00Z,235.42,0.0,2173.486876,2304.8496219,1149.786,280.0,0.0,228.68
32686,2022-08-01T23:00:00Z,252.8,0.0,2173.486787,2304.8496219,1149.266,280.0,0.0,221.41
32687,2022-08-01T23:30:00Z,223.55,0.0,2173.486787,2304.8496219,1150.284,280.0,0.0,221.41
32688,2022-08-02T00:00:00Z,216.93,0.0,2173.486787,2304.8496219,1151.726,280.0,0.0,213.0
32689,2022-08-02T00:30:00Z,214.84,0.0,2173.486787,2304.8496219,1148.806,180.0,0.0,213.0
32690,2022-08-02T01:00:00Z,213.83,0.0,2173.486787,2304.8496219,1151.126,172.0,0.0,198.98
32691,2022-08-02T01:30:00Z,204.73,0.0,2173.486787,2304.8496219,1150.086,172.0,0.0,198.98
32692,2022-08-02T02:00:00Z,180.0,0.0,2173.486787,2304.8496219,1146.486,50.0,0.0,199.69
32693,2022-08-02T02:30:00Z,167.26,0.0,2173.486787,2304.8496219,1146.346,15.0,0.0,199.69
32694,2022-08-02T03:00:00Z,143.33,0.0,2173.486787,2304.8496219,1146.286,10.0,0.0,200.48
32695,2022-08-02T03:30:00Z,137.47,0.0,2173.486787,2304.8496219,1146.006,10.0,0.0,200.48
32696,2022-08-02T04:00:00Z,142.74,7.60254781e-06,2173.486787,2304.8496219,1146.466,15.0,0.0,221.7
32697,2022-08-02T04:30:00Z,150.41,2.07647824,2173.486787,2304.8496219,1146.684,274.0,0.0,221.7
32698,2022-08-02T05:00:00Z,172.71,32.3209864,2173.486787,2304.8496219,1146.546,280.0,0.0,242.74
32699,2022-08-02T05:30:00Z,196.35,69.5783827,2173.486787,2304.8496219,1144.404,280.0,0.0,242.74
32702,2022-08-02T07:00:00Z,226.54,274.985062,2173.486787,2304.8496219,1149.544,280.0,0.0,274.72
32704,2022-08-02T08:00:00Z,199.69,428.63632,2173.486787,2304.8496219,1164.724,280.0,0.0,234.95
32705,2022-08-02T08:30:00Z,218.59,509.728266,2173.486787,2304.8496219,1166.542,277.0,0.0,234.95
32706,2022-08-02T09:00:00Z,200.43,694.548121,2173.486787,2304.8496219,1165.66,276.0,0.0,207.3
32707,2022-08-02T09:30:00Z,191.84,774.915658,2173.486787,2304.8496219,1167.142,140.0,0.0,207.3
32708,2022-08-02T10:00:00Z,187.28,765.438005,2173.486787,2304.8496219,1166.504,279.0,0.0,195.92
32715,2022-08-02T13:30:00Z,177.8,818.875036,2173.486787,2304.8496219,1166.144,177.8,0.0,194.36
32716,2022-08-02T14:00:00Z,166.92,758.793089,2173.486787,2304.8496219,1165.522,155.0,0.0,233.32
32718,2022-08-02T15:00:00Z,168.16,802.850919,2173.486787,2304.8496219,1165.342,155.0,0.0,269.6
32719,2022-08-02T15:30:00Z,174.93,628.795079,2173.486787,2304.8496219,1164.622,168.69157,0.0,269.6
32724,2022-08-02T18:00:00Z,211.03,64.51198135,2173.486787,2304.8496219,1126.404,211.03,0.0,275.74
32725,2022-08-02T18:30:00Z,211.4,43.8068681,2173.486787,2304.8496219,1107.246,211.4,0.0,275.74
32726,2022-08-02T19:00:00Z,205.28,10.6960283,2173.486787,2304.8496219,1115.824,165.0,0.0,258.64
32727,2022-08-02T19:30:00Z,206.97,0.179163021,2173.486787,2304.8496219,1139.482,165.0,0.0,258.64
32729,2022-08-02T20:30:00Z,226.85,0.0,2173.486787,2304.8496219,1151.962,315.0,0.0,195.45
32730,2022-08-02T21:00:00Z,226.24,0.0,2173.486787,2304.8496219,1150.604,279.0,0.0,210.91
32731,2022-08-02T21:30:00Z,206.37,0.0,2173.486787,2304.8496219,1150.684,166.0,0.0,210.91
32732,2022-08-02T22:00:00Z,202.39,0.0,2173.486787,2304.8496219,1151.122,165.0,0.0,207.68
32733,2022-08-02T22:30:00Z,200.16,0.0,2173.8187692,2305.216129,1151.344,275.0,0.0,207.68
32734,2022-08-02T23:00:00Z,198.44,0.0,2173.9165422,2305.32989,1151.502,278.0,0.0,194.57
32735,2022-08-02T23:30:00Z,219.98,0.0,2173.9165422,2305.32989,1150.664,278.0,0.0,194.57
32736,2022-08-03T00:00:00Z,211.18,0.0,2173.9165422,2305.32989,1151.024,278.0,0.0,184.75
32737,2022-08-03T00:30:00Z,229.18,0.0,2173.9165422,2305.32989,1151.464,278.0,0.0,184.75
32738,2022-08-03T01:00:00Z,225.92,0.0,2173.9165422,2305.32989,1150.644,275.0,0.0,182.84
32739,2022-08-03T01:30:00Z,225.65,0.0,2173.9165422,2305.32989,1149.064,275.0,0.0,182.84
32740,2022-08-03T02:00:00Z,218.33,0.0,2173.9165422,2305.32989,1145.744,275.0,0.0,180.6
32741,2022-08-03T02:30:00Z,220.99,0.0,2173.9165422,2305.32989,1142.002,269.0,0.0,180.6
32742,2022-08-03T03:00:00Z,224.83,0.0,2173.9165422,2305.32989,1149.184,275.0,0.0,188.81
32743,2022-08-03T03:30:00Z,229.37,0.0,2173.9165422,2305.32989,1145.382,269.0,0.0,188.81
32744,2022-08-03T04:00:00Z,249.08,0.0,2173.9165422,2305.32989,1141.504,275.0,0.0,211.39
32745,2022-08-03T04:30:00Z,250.39,5.330717527667,2173.9165422,2305.32989,1139.044,275.0,0.0,211.39
32746,2022-08-03T05:00:00Z,248.64,44.87886645,2173.9165422,2305.32989,1124.144,278.0,0.0,229.74
32747,2022-08-03T05:30:00Z,244.32,90.7718888,2173.9165422,2305.32989,1142.924,293.0,0.0,229.74
32748,2022-08-03T06:00:00Z,258.67,165.1254393,2173.9165422,2305.32989,1140.162,220.0,0.0,274.38
32749,2022-08-03T06:30:00Z,268.45,253.270245,2173.9165422,2305.32989,1126.124,269.0,0.0,274.38
32750,2022-08-03T07:00:00Z,227.39,326.267704,2173.9165422,2305.32989,1133.742,165.0,0.0,229.81
32751,2022-08-03T07:30:00Z,254.82,496.03979,2173.9165422,2305.32989,1143.442,270.0,0.0,229.81
32752,2022-08-03T08:00:00Z,239.9,542.493755,2173.9165422,2305.32989,1129.64,293.0,0.0,197.63
32753,2022-08-03T08:30:00Z,240.04,665.301724,2173.9165422,2305.32989,1083.76,269.0,0.0,197.63
32754,2022-08-03T09:00:00Z,236.77,813.851301,2173.9165422,2305.32989,1067.36,236.77,0.0,187.55
32781,2022-08-03T22:30:00Z,274.48,0.0,2173.9165422,2305.32989,25.488,299.0,0.0,259.27
32782,2022-08-03T23:00:00Z,249.56,0.0,2174.2079158,2305.6558014,32.286,300.0,0.0,241.69
32783,2022-08-03T23:30:00Z,243.45,0.0,2174.3465868,2305.8263434,30.846,299.0,0.0,241.69
32785,2022-08-04T00:30:00Z,239.87,0.0,2174.3465868,2305.8263434,33.786,299.0,0.0,223.69
32786,2022-08-04T01:00:00Z,240.58,0.0,2174.3465868,2305.8263434,30.666,192.0,0.0,209.71
32787,2022-08-04T01:30:00Z,211.11,0.0,2174.3465868,2305.8263434,25.278,191.7,0.0,209.71
32788,2022-08-04T02:00:00Z,214.77,0.0,2174.3465868,2305.8263434,23.318,175.3,0.0,209.55
32789,2022-08-04T02:30:00Z,207.46,0.0,2174.3465868,2305.8263434,7.138,175.3,0.0,209.55
32790,2022-08-04T03:00:00Z,205.21,0.0,2174.3465868,2305.8263434,10.814,175.3,0.0,212.71
32791,2022-08-04T03:30:00Z,203.21,0.0,2174.3465868,2305.8263434,46.632,175.3,0.0,212.71
32792,2022-08-04T04:00:00Z,205.8,0.0,2174.3465868,2305.8263434,56.914,193.0,0.0,267.44
32793,2022-08-04T04:30:00Z,206.79,6.27686131,2174.3465868,2305.8263434,74.212,175.3,0.0,267.44
32812,2022-08-04T14:00:00Z,273.37,783.338444,2174.3465868,2305.8263434,39.814,137.0,0.0,268.42
32813,2022-08-04T14:30:00Z,262.12,774.982423,2174.3465868,2305.8263434,26.124,105.0,0.0,268.42
32828,2022-08-04T22:00:00Z,257.3,0.0,2174.3465868,2305.8263434,8.57,275.0,0.0,266.19
32829,2022-08-04T22:30:00Z,231.47,0.0,2174.3465868,2305.8263434,2.586,268.0,0.0,266.19
32830,2022-08-04T23:00:00Z,201.94,0.0,2174.3465868,2305.8263434,0.0,100.0,0.0,259.0
32831,2022-08-04T23:30:00Z,176.14,0.0,2174.7041538,2306.2527432,0.588,100.0,0.0,259.0
32832,2022-08-05T00:00:00Z,202.53,0.0,2174.8002058,2306.3647872,13.154,275.0,0.0,235.85
32833,2022-08-05T00:30:00Z,251.95,0.0,2174.8002058,2306.3647872,31.632,282.5,0.0,235.85
32834,2022-08-05T01:00:00Z,235.41,0.0,2174.8002058,2306.3647872,22.946,282.5,0.0,230.85
32835,2022-08-05T01:30:00Z,197.93,0.0,2174.8002058,2306.3647872,34.942,100.0,0.0,230.85
32836,2022-08-05T02:00:00Z,190.78,0.0,2174.8002058,2306.3647872,27.88,100.0,0.0,228.89
32837,2022-08-05T02:30:00Z,193.56,0.0,2174.8002058,2306.3647872,7.098,100.0,0.0,228.89
32838,2022-08-05T03:00:00Z,213.14,0.0,2174.8002058,2306.3647872,14.948,173.0,0.0,230.38
32839,2022-08-05T03:30:00Z,195.92,0.0,2174.8002058,2306.3647872,20.114,100.0,0.0,230.38
32840,2022-08-05T04:00:00Z,138.52,0.0,2174.8002058,2306.3647872,7.478,100.0,0.0,272.11
32841,2022-08-05T04:30:00Z,146.87,2.4171521735,2174.8002058,2306.3647872,1.364,100.0,0.0,272.11
32876,2022-08-05T22:00:00Z,215.76,0.0,2174.8002058,2306.3647872,96.606,185.05,0.0,265.45
32877,2022-08-05T22:30:00Z,245.51,0.0,2174.8002058,2306.3647872,88.546,186.0,0.0,265.45
32878,2022-08-05T23:00:00Z,242.38,0.0,2174.8001258,2306.3647872,79.006,185.2,0.0,252.42
32879,2022-08-05T23:30:00Z,242.82,0.0,2174.8001258,2306.3647872,84.446,272.0,0.0,252.42
32880,2022-08-06T00:00:00Z,230.84,0.0,2174.847072,2306.4462783,106.006,186.0,0.0,236.82
32881,2022-08-06T00:30:00Z,237.95,0.0,2174.847072,2306.4462783,105.366,280.0,0.0,236.82
32882,2022-08-06T01:00:00Z,233.66,0.0,2174.847072,2306.4462783,99.986,186.0,0.0,229.52
32883,2022-08-06T01:30:00Z,227.96,0.0,2174.847072,2306.4462783,85.566,186.0,0.0,229.52
32884,2022-08-06T02:00:00Z,207.44,0.0,2174.847072,2306.4462783,75.726,264.0,0.0,228.86
32885,2022-08-06T02:30:00Z,222.17,0.0,2174.847072,2306.4462783,81.606,264.0,0.0,228.86
32886,2022-08-06T03:00:00Z,252.79,0.0,2174.847072,2306.4462783,85.426,269.0,0.0,228.22
32887,2022-08-06T03:30:00Z,237.93,0.0,2174.847072,2306.4462783,89.426,269.0,0.0,228.22
32888,2022-08-06T04:00:00Z,245.79,0.0,2174.847072,2306.4462783,77.466,269.0,0.0,253.01
32889,2022-08-06T04:30:00Z,246.21,5.33158031,2174.847072,2306.4462783,62.326,269.0,0.0,253.01
32890,2022-08-06T05:00:00Z,218.59,38.5440187,2174.847072,2306.4462783,33.386,186.0,0.0,276.61
32891,2022-08-06T05:30:00Z,245.49,77.3106734,2174.847072,2306.4462783,26.986,269.0,0.0,276.61
32894,2022-08-06T07:00:00Z,204.56,425.144189,2174.847072,2306.4462783,63.306,121.2,0.0,250.87
32895,2022-08-06T07:30:00Z,221.4,657.844716,2174.847072,2306.4462783,91.806,180.0,0.0,250.87
32920,2022-08-06T20:00:00Z,268.2,0.0,2174.847072,2306.4462783,18.666,156.25,0.0,271.31
32921,2022-08-06T20:30:00Z,258.38,0.0,2174.847072,2306.4462783,53.11,153.0,0.0,271.31
32922,2022-08-06T21:00:00Z,236.02,0.0,2174.847072,2306.4462783,91.566,152.51,0.0,268.86
32923,2022-08-06T21:30:00Z,234.88,0.0,2174.847072,2306.4462783,113.026,116.0,0.0,268.86
32924,2022-08-06T22:00:00Z,168.48,0.0,2174.847072,2306.4462783,159.126,151.5,0.0,233.02
32925,2022-08-06T22:30:00Z,204.33,0.0,2174.847072,2306.4462783,226.746,255.0,0.0,233.02
32926,2022-08-06T23:00:00Z,215.63,0.0,2174.872794,2306.4879833,258.046,243.9,0.0,219.33
32927,2022-08-06T23:30:00Z,209.23,0.0,2174.872794,2306.4879833,262.806,151.0,0.0,219.33
32928,2022-08-07T00:00:00Z,164.46,0.0,2174.872794,2306.4879833,298.486,122.0,0.0,218.09
32929,2022-08-07T00:30:00Z,184.69,0.0,2174.8685506,2306.5182697,348.326,243.9,0.0,218.09
32930,2022-08-07T01:00:00Z,178.19,0.0,2174.8685506,2306.5182697,418.026,122.0,0.0,206.25
32931,2022-08-07T01:30:00Z,169.24,0.0,2174.8685506,2306.5182697,402.286,122.0,0.0,206.25
32932,2022-08-07T02:00:00Z,159.92,0.0,2174.8685506,2306.5182697,319.886,122.0,0.0,209.43
32933,2022-08-07T02:30:00Z,157.14,0.0,2174.8685506,2306.5182697,214.966,122.0,0.0,209.43
32934,2022-08-07T03:00:00Z,163.79,0.0,2174.8685506,2306.5182697,130.346,122.0,0.0,208.95
32935,2022-08-07T03:30:00Z,170.01,0.0,2174.8685506,2306.5182697,116.606,122.0,0.0,208.95
32936,2022-08-07T04:00:00Z,190.18,0.0,2174.8685506,2306.5182697,120.246,140.0,0.0,210.66
32937,2022-08-07T04:30:00Z,169.04,3.96316725,2174.8685506,2306.5182697,132.666,122.0,0.0,210.66
32938,2022-08-07T05:00:00Z,144.88,30.9469943,2174.8685506,2306.5182697,132.966,122.0,0.0,196.65
32939,2022-08-07T05:30:00Z,154.9,56.7066344,2174.8685506,2306.5182697,113.906,122.0,0.0,196.65
32940,2022-08-07T06:00:00Z,153.01,90.3685338,2174.8685506,2306.5182697,88.086,122.0,0.0,190.64
32941,2022-08-07T06:30:00Z,165.8,205.98537,2174.8685506,2306.5182697,107.846,173.0,0.0,190.64
32942,2022-08-07T07:00:00Z,158.44,425.55489,2174.8685506,2306.5182697,133.886,122.0,0.0,191.66
32943,2022-08-07T07:30:00Z,189.07,659.230363,2174.8685506,2306.5182697,156.926,122.0,0.0,191.66
32971,2022-08-07T21:30:00Z,290.46,0.0,2174.8685506,2306.5182697,10.386,155.01,0.0,245.36
32972,2022-08-07T22:00:00Z,229.82,0.0,2174.8685506,2306.5182697,12.546,155.01,0.0,221.85
32973,2022-08-07T22:30:00Z,190.13,0.0,2174.8685506,2306.5182697,14.966,155.01,0.0,221.85
32974,2022-08-07T23:00:00Z,200.08,0.0,2174.8685506,2306.5182697,9.164,146.25,0.0,214.59
32975,2022-08-07T23:30:00Z,207.11,0.0,2174.9413796,2306.6229867,12.054,155.01,0.0,214.59
32976,2022-08-08T00:00:00Z,205.28,0.0,2174.9413796,2306.6229867,33.766,122.0,0.0,202.08
32977,2022-08-08T00:30:00Z,197.52,0.0,2174.9413796,2306.6229867,79.846,155.01,0.0,202.08
32978,2022-08-08T01:00:00Z,191.44,0.0,2175.108774,2306.8249259,137.726,155.01,0.0,203.54
32979,2022-08-08T01:30:00Z,184.59,0.0,2175.108774,2306.8249259,136.746,155.01,0.0,203.54
32980,2022-08-08T02:00:00Z,198.43,0.0,2175.108774,2306.8249259,150.006,147.11,0.0,226.55
32981,2022-08-08T02:30:00Z,178.81,0.0,2175.108774,2306.8249259,145.866,155.01,0.0,226.55
32982,2022-08-08T03:00:00Z,189.93,0.0,2175.108774,2306.8249259,143.706,277.0,0.0,239.0
32983,2022-08-08T03:30:00Z,201.16,0.0,2175.108774,2306.8249259,161.046,270.0,0.0,239.0
32984,2022-08-08T04:00:00Z,200.77,0.0,2175.108774,2306.8249259,170.406,171.05,0.0,274.86
32985,2022-08-08T04:30:00Z,191.16,2.5971481,2175.108774,2306.8249259,156.506,171.05,0.0,274.86
32990,2022-08-08T07:00:00Z,241.43,421.852773,2175.108774,2306.8249259,59.026,132.0,0.0,273.74
32991,2022-08-08T07:30:00Z,234.62,623.854233,2175.108774,2306.8249259,68.646,181.05,0.0,273.74
33020,2022-08-08T22:00:00Z,263.73,0.0,2175.108774,2306.8249259,0.0,299.98,0.0,247.95
33021,2022-08-08T22:30:00Z,236.58,0.0,2175.108774,2306.8249259,0.0,189.05,0.0,247.95
33022,2022-08-08T23:00:00Z,232.92,0.0,2175.108774,2306.8249259,0.0,189.05,0.0,243.72
33023,2022-08-08T23:30:00Z,207.83,0.0,2175.108774,2306.8249259,0.0,185.51,0.0,243.72
33024,2022-08-09T00:00:00Z,230.27,0.0,2175.237315,2306.9694499,0.0,185.51,0.0,234.43
33025,2022-08-09T00:30:00Z,210.45,0.0,2175.237315,2306.9694499,0.0,269.0,0.0,234.43
33026,2022-08-09T01:00:00Z,219.66,0.0,2175.237315,2306.9694499,0.0,187.3,0.0,230.38
33027,2022-08-09T01:30:00Z,208.08,0.0,2175.4565545,2307.2232348,0.0,279.0,0.0,230.38
33028,2022-08-09T02:00:00Z,237.62,0.0,2175.4565545,2307.2232348,0.0,269.0,0.0,241.48
33029,2022-08-09T02:30:00Z,262.16,0.0,2175.4565545,2307.2232348,0.0,279.0,0.0,241.48
33030,2022-08-09T03:00:00Z,260.01,0.0,2175.4565545,2307.2232348,0.0,269.0,0.0,244.91
33031,2022-08-09T03:30:00Z,249.33,0.0,2175.4565545,2307.2232348,0.0,269.0,0.0,244.91
33067,2022-08-09T21:30:00Z,294.46,0.0,2175.4565545,2307.2232348,0.114,193.61,0.0,258.61
33068,2022-08-09T22:00:00Z,262.33,0.0,2175.4565545,2307.2232348,0.0,301.88,0.0,235.86
33069,2022-08-09T22:30:00Z,242.42,0.0,2175.4565545,2307.2232348,0.484,279.3,0.0,235.86
33070,2022-08-09T23:00:00Z,255.07,0.0,2175.4564745,2307.2232348,2.24,274.53,0.0,236.73
33071,2022-08-09T23:30:00Z,241.55,0.0,2175.4564745,2307.2232348,1.65,270.7,0.0,236.73
33072,2022-08-10T00:00:00Z,237.86,0.0,2175.4564745,2307.2232348,1.51,258.16,0.0,228.84
33073,2022-08-10T00:30:00Z,216.48,0.0,2175.4564745,2307.2232348,4.376,190.1,0.0,228.84
33074,2022-08-10T01:00:00Z,215.52,0.0,2175.4564745,2307.2232348,2.024,250.39,0.0,231.49
33075,2022-08-10T01:30:00Z,217.98,0.0,2175.4564745,2307.2232348,4.004,258.08,0.0,231.49
33076,2022-08-10T02:00:00Z,247.73,0.0,2175.6415908,2307.4428855,6.744,254.98,0.0,243.7
33077,2022-08-10T02:30:00Z,241.71,0.0,2175.6415908,2307.4428855,1.42,250.39,0.0,243.7
33078,2022-08-10T03:00:00Z,271.71,0.0,2175.6415908,2307.4428855,0.0,280.5,0.0,249.99
33079,2022-08-10T03:30:00Z,263.71,0.0,2175.6415908,2307.4428855,0.0,270.62,0.0,249.99
33119,2022-08-10T23:30:00Z,301.65,0.0,2175.7794918,2307.5967985,186.086,300.0,0.0,244.24
33123,2022-08-11T01:30:00Z,285.47,0.0,2175.7794918,2307.5967985,109.546,300.0,0.0,233.16
33124,2022-08-11T02:00:00Z,294.22,0.0,2175.7794918,2307.5967985,102.966,300.0,0.0,243.64
33232,2022-08-13T08:00:00Z,252.67,785.229384,2176.2783428,2308.2472024,168.986,236.0,0.0,272.37
33274,2022-08-14T05:00:00Z,303.14,19.7758334,2176.2437286,2308.2472605,22.286,303.14,0.0,279.27
33275,2022-08-14T05:30:00Z,306.03,48.8477381,2176.2437286,2308.2472605,21.906,306.03,0.0,279.27
33276,2022-08-14T06:00:00Z,286.2,99.2395083,2176.2437286,2308.2472605,15.454,310.0,0.0,271.56
33278,2022-08-14T07:00:00Z,303.46,373.932976,2176.2437286,2308.2472605,10.236,241.0,0.0,270.75
33280,2022-08-14T08:00:00Z,284.24,782.51319,2176.2437286,2308.2472605,29.63,238.0,0.0,263.65
33408,2022-08-17T00:00:00Z,266.1,0.0,2177.0632461,2309.2342823,227.628,236.0,0.0,277.27
33409,2022-08-17T00:30:00Z,257.99,0.0,2177.0632461,2309.2342823,255.628,237.0,0.0,277.27
33410,2022-08-17T01:00:00Z,255.88,0.0,2177.0632461,2309.2342823,345.708,237.0,0.0,268.82
33411,2022-08-17T01:30:00Z,256.79,0.0,2177.0632461,2309.2342823,395.708,236.0,0.0,268.82
33412,2022-08-17T02:00:00Z,268.15,0.0,2177.0632461,2309.2342823,428.888,237.0,0.0,264.52
33413,2022-08-17T02:30:00Z,256.79,0.0,2177.0632461,2309.2342823,390.348,64.31956,0.0,264.52
33414,2022-08-17T03:00:00Z,258.81,0.0,2177.0632461,2309.2342823,488.148,250.0,0.0,274.93
33415,2022-08-17T03:30:00Z,262.96,0.0,2177.0632461,2309.2342823,588.108,257.93456,0.0,274.93
33504,2022-08-19T00:00:00Z,304.54,0.0,2177.4967228,2309.7529797,563.028,252.3,0.0,274.52
33507,2022-08-19T01:30:00Z,298.01,0.0,2177.4967228,2309.7529797,456.508,252.3,0.0,269.2
33508,2022-08-19T02:00:00Z,268.23,0.0,2177.4967228,2309.7529797,425.768,252.0,0.0,279.0
33561,2022-08-20T04:30:00Z,267.81,3.087908387e-05,2177.5822607,2309.9050638,98.208,201.0,0.0,269.71
33577,2022-08-20T12:30:00Z,249.71,738.984325,2177.5822607,2309.9050638,881.368,195.0,0.0,254.07
33578,2022-08-20T13:00:00Z,249.25,770.38324,2177.5822607,2309.9050638,884.368,195.0,0.0,270.09
33579,2022-08-20T13:30:00Z,237.66,807.122724,2177.5822607,2309.9050638,926.348,180.0,0.0,270.09
34216,2022-09-02T20:00:00Z,232.19,0.0,2180.5793806,2313.5600578,965.368,140.0,0.0,185.92
34217,2022-09-02T20:30:00Z,212.63,0.0,2180.5793806,2313.5600578,970.748,140.0,0.0,185.92
34220,2022-09-02T22:00:00Z,184.99,0.0,2180.5793806,2313.5600578,1079.708,295.0,0.0,258.56
34221,2022-09-02T22:30:00Z,195.53,0.0,2180.5793806,2313.5600578,1125.488,295.0,0.0,258.56
34222,2022-09-02T23:00:00Z,204.65,0.0,2180.5793006,2313.5600578,1118.568,299.0,0.0,225.16
34223,2022-09-02T23:30:00Z,216.72,0.0,2180.5793006,2313.5600578,1094.888,294.0,0.0,225.16
34224,2022-09-03T00:00:00Z,227.02,0.0,2180.5793006,2313.5600578,1091.548,289.0,0.0,199.62
34225,2022-09-03T00:30:00Z,230.56,0.0,2180.5793006,2313.5600578,1110.348,279.9,0.0,199.62
34226,2022-09-03T01:00:00Z,225.74,0.0,2180.5793006,2313.5600578,1102.948,278.0,0.0,195.06
34227,2022-09-03T01:30:00Z,214.86,0.0,2180.5793006,2313.5600578,1082.386,277.0,0.0,195.06
34228,2022-09-03T02:00:00Z,212.6,0.0,2180.5793006,2313.5600578,1064.626,277.0,0.0,212.73
34229,2022-09-03T02:30:00Z,232.03,0.0,2180.5793006,2313.5600578,1045.806,276.0,0.0,212.73
34230,2022-09-03T03:00:00Z,234.14,0.0,2180.5793006,2313.5600578,1054.666,276.0,0.0,229.23
34231,2022-09-03T03:30:00Z,218.91,0.0,2180.5639064,2313.5793193,1072.926,275.0,0.0,229.23
34240,2022-09-03T08:00:00Z,301.1,601.63493,2180.5639064,2313.5793193,986.426,315.0,0.0,235.68
34241,2022-09-03T08:30:00Z,291.72,741.247365,2180.5639064,2313.5793193,984.006,278.0,0.0,235.68
34250,2022-09-03T13:00:00Z,242.28,814.501533,2180.5639064,2313.5793193,920.068,275.0,0.0,191.81
34251,2022-09-03T13:30:00Z,224.21,633.442663,2180.5639064,2313.5793193,901.384,155.1,0.0,191.81
34252,2022-09-03T14:00:00Z,218.29,606.273514,2180.5639064,2313.5793193,890.866,275.0,0.0,239.05
34253,2022-09-03T14:30:00Z,194.06,524.911452,2180.5639064,2313.5793193,861.666,140.0,0.0,239.05
34265,2022-09-03T20:30:00Z,236.58,0.0,2180.5639064,2313.5793193,636.606,315.0,0.0,239.92
34266,2022-09-03T21:00:00Z,239.43,0.0,2180.5639064,2313.5793193,638.666,283.32,0.0,234.39
34267,2022-09-03T21:30:00Z,238.95,0.0,2180.5639064,2313.5793193,672.406,281.9,0.0,234.39
34268,2022-09-03T22:00:00Z,287.26,0.0,2180.5639064,2313.5793193,687.386,305.0,0.0,221.32
34269,2022-09-03T22:30:00Z,269.59,0.0,2180.5639064,2313.5793193,652.046,290.0,0.0,221.32
34270,2022-09-03T23:00:00Z,268.51,0.0,2180.5596034,2313.5910483,641.246,158.0,0.0,211.47
34271,2022-09-03T23:30:00Z,286.49,0.0,2180.5596034,2313.5910483,588.266,290.0,0.0,211.47
34272,2022-09-04T00:00:00Z,203.86,0.0,2180.5596034,2313.5910483,521.886,120.0,0.0,199.49
34273,2022-09-04T00:30:00Z,225.71,0.0,2180.5596034,2313.5910483,490.806,290.0,0.0,199.49
34274,2022-09-04T01:00:00Z,233.7,0.0,2180.5596034,2313.5910483,373.386,300.0,0.0,200.84
